parameter_name,module,category,current_value,value_shape,source_file,source_status,is_lut,is_placeholder_like,used_in_python,used_in_model_location,needs_vehicle_calibration,pso_candidate,priority,chinese_description
CHTD_CabinFpAmbConvCo_M,CHTD,lut_map,"[10, 10, 10, 2, 2, 2, 2]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,对流换热系数
CHTD_CabinFpAmbRadCo_M,CHTD,lut_map,"[227, 227, 227, 227, 227, 227, 227]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,辐射换热系数
CHTD_CabinFpAreaAtb_P,CHTD,scalar_param,0.560000002,scalar,param.xlsx,excel_param,False,False,True,hvac_sim/chtd/thermal.py,False,False,P1,面积
CHTD_CabinFpCpAtb_P,CHTD,scalar_param,2379.915527,scalar,param.xlsx,excel_param,False,False,True,hvac_sim/chtd/thermal.py,False,False,P1,比热
CHTD_CabinFpMassAtb_P,CHTD,scalar_param,0.222300515,scalar,param.xlsx,excel_param,False,False,True,hvac_sim/chtd/thermal.py,False,False,P1,质量
CHTD_CabinFpSolarRadCo_M,CHTD,lut_map,"[5.6, 5.6, 5.6, 5.6, 5.6, 5.6, 5.6]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,太阳辐射吸收/增益系数
CHTD_CabinFrntAreaAtb_P,CHTD,scalar_param,0.536000013,scalar,param.xlsx,excel_param,False,False,True,hvac_sim/chtd/thermal.py,False,False,P1,面积
CHTD_CabinFrntConsoleRadCo_M,CHTD,lut_map,"[70, 70, 70, 70, 70, 70, 70]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,辐射换热系数
CHTD_CabinFrntCpAtb_P,CHTD,scalar_param,5.492433548,scalar,param.xlsx,excel_param,False,False,True,hvac_sim/chtd/thermal.py,False,False,P1,比热
CHTD_CabinFrntMassAtb_P,CHTD,scalar_param,0.846164286,scalar,param.xlsx,excel_param,False,False,True,hvac_sim/chtd/thermal.py,False,False,P1,质量
CHTD_CabinSdAmbConvCo_M,CHTD,lut_map,"[9, 9, 9, 2, 2, 2, 2]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,对流换热系数
CHTD_CabinSdAmbRadCo_M,CHTD,lut_map,"[300, 300, 300, 300, 300, 300, 300]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,辐射换热系数
CHTD_CabinSdAreaAtb_P,CHTD,scalar_param,0.532500029,scalar,param.xlsx,excel_param,False,False,True,hvac_sim/chtd/thermal.py,False,False,P1,面积
CHTD_CabinSdCpAtb_P,CHTD,scalar_param,2346.621094,scalar,param.xlsx,excel_param,False,False,True,hvac_sim/chtd/thermal.py,False,False,P1,比热
CHTD_CabinSdMassAtb_P,CHTD,scalar_param,0.771921575,scalar,param.xlsx,excel_param,False,False,True,hvac_sim/chtd/thermal.py,False,False,P1,质量
CHTD_CabinSdSolarRadCo_M,CHTD,lut_map,"[12, 12, 12, 12, 12, 12, 12]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,太阳辐射吸收/增益系数
CHTD_CabinSpAmbConvCo,CHTD,general,,scalar,python_impl/hvac_sim/chtd/params.py,python_default,False,False,True,hvac_sim/chtd/thermal.py,False,False,P1,对流换热系数
CHTD_CabinSpAmbConvCo_M,CHTD,lut_map,"[9, 9, 9, 2, 2, 2, 2]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,对流换热系数
CHTD_CabinSpAmbRadCo_M,CHTD,lut_map,"[300, 300, 300, 300, 300, 300, 300]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,辐射换热系数
CHTD_CabinSpAreaAtb_P,CHTD,scalar_param,0.532500029,scalar,param.xlsx,excel_param,False,False,True,hvac_sim/chtd/thermal.py,False,False,P1,面积
CHTD_CabinSpCpAtb_P,CHTD,scalar_param,2346.621094,scalar,param.xlsx,excel_param,False,False,True,hvac_sim/chtd/thermal.py,False,False,P1,比热
CHTD_CabinSpMassAtb_P,CHTD,scalar_param,0.771921575,scalar,param.xlsx,excel_param,False,False,True,hvac_sim/chtd/thermal.py,False,False,P1,质量
CHTD_CabinSpSolarRadCo_M,CHTD,lut_map,"[12, 12, 12, 12, 12, 12, 12]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,太阳辐射吸收/增益系数
CHTD_CabinTdAmbConvCo_M,CHTD,lut_map,"[1, 1, 1, 1, 1, 1, 1]","(7,)",param.xlsx,excel_param,True,True,True,hvac_sim/chtd/thermal.py,True,False,P0,对流换热系数
CHTD_CabinTdAmbRadCo_M,CHTD,lut_map,"[15.0361, 15.0361, 15.0361, 15.0361, 15.0361, 15.0361, 15.0361]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,辐射换热系数
CHTD_CabinTdAreaAtb_P,CHTD,scalar_param,0.60799998,scalar,param.xlsx,excel_param,False,False,True,hvac_sim/chtd/thermal.py,False,False,P1,面积
CHTD_CabinTdCpAtb_P,CHTD,scalar_param,6612.098145,scalar,param.xlsx,excel_param,False,False,True,hvac_sim/chtd/thermal.py,False,False,P1,比热
CHTD_CabinTdMassAtb_P,CHTD,scalar_param,0.314279497,scalar,param.xlsx,excel_param,False,False,True,hvac_sim/chtd/thermal.py,False,False,P1,质量
CHTD_CabinTdSolarRadCo_M,CHTD,lut_map,"[2.2135, 2.2135, 2.2135, 2.2135, 2.2135, 2.2135, 2.2135]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,太阳辐射吸收/增益系数
CHTD_CabinTpAmbConvCo_M,CHTD,lut_map,"[1, 1, 1, 1, 1, 1, 1]","(7,)",param.xlsx,excel_param,True,True,True,hvac_sim/chtd/thermal.py,True,False,P0,对流换热系数
CHTD_CabinTpAmbRadCo_M,CHTD,lut_map,"[15.0361, 15.0361, 15.0361, 15.0361, 15.0361, 15.0361, 15.0361]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,辐射换热系数
CHTD_CabinTpAreaAtb_P,CHTD,scalar_param,0.60799998,scalar,param.xlsx,excel_param,False,False,True,hvac_sim/chtd/thermal.py,False,False,P1,面积
CHTD_CabinTpCpAtb_P,CHTD,scalar_param,6612.098145,scalar,param.xlsx,excel_param,False,False,True,hvac_sim/chtd/thermal.py,False,False,P1,比热
CHTD_CabinTpMassAtb_P,CHTD,scalar_param,0.314279497,scalar,param.xlsx,excel_param,False,False,True,hvac_sim/chtd/thermal.py,False,False,P1,质量
CHTD_CabinTpSolarRadCo_M,CHTD,lut_map,"[2.2135, 2.2135, 2.2135, 2.2135, 2.2135, 2.2135, 2.2135]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,太阳辐射吸收/增益系数
CHTD_ConsoleAreaAtb_P,CHTD,scalar_param,0.572000027,scalar,param.xlsx,excel_param,False,False,True,hvac_sim/chtd/thermal.py,False,False,P1,面积
CHTD_ConsoleCpAtb_P,CHTD,scalar_param,3447.941895,scalar,param.xlsx,excel_param,False,False,True,hvac_sim/chtd/thermal.py,False,False,P1,比热
CHTD_ConsoleFdRadCo_M,CHTD,lut_map,"[107.5, 107.5, 107.5, 107.5, 107.5, 107.5, 107.5]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,辐射换热系数
CHTD_ConsoleFeetFdConvCo_M,CHTD,lut_map,"[6, 6, 6, 6, 6, 6, 6]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,对流换热系数
CHTD_ConsoleFeetFdRadCo_M,CHTD,lut_map,"[52, 52, 52, 52, 52, 52, 52]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,辐射换热系数
CHTD_ConsoleFeetFpConvCo_M,CHTD,lut_map,"[6, 6, 6, 6, 6, 6, 6]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,对流换热系数
CHTD_ConsoleFeetFpRadCo_M,CHTD,lut_map,"[52, 52, 52, 52, 52, 52, 52]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,辐射换热系数
CHTD_ConsoleFpRadCo_M,CHTD,lut_map,"[107.5, 107.5, 107.5, 107.5, 107.5, 107.5, 107.5]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,辐射换热系数
CHTD_ConsoleMassAtb_P,CHTD,scalar_param,0.999701917,scalar,param.xlsx,excel_param,False,False,True,hvac_sim/chtd/thermal.py,False,False,P1,质量
CHTD_ConsoleSolarRadCo_M,CHTD,lut_map,"[180, 180, 180, 180, 180, 180, 180]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,太阳辐射吸收/增益系数
CHTD_ConsoleWSRadCo_M,CHTD,lut_map,"[925.1, 925.1, 925.1, 925.1, 925.1, 925.1, 925.1]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,辐射换热系数
CHTD_Dt_P,CHTD,scalar_param,1,scalar,param.xlsx,excel_param,False,True,True,hvac_sim/chtd/thermal.py,True,False,P1,待工程师补充中文含义
CHTD_FdAmbConvCo_M,CHTD,lut_map,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","(7,)",python_impl/hvac_sim/chtd/params.py,python_default,True,True,True,hvac_sim/chtd/thermal.py,True,False,P0,对流换热系数
CHTD_FdAmbRadCo_M,CHTD,lut_map,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","(7,)",python_impl/hvac_sim/chtd/params.py,python_default,True,True,True,hvac_sim/chtd/thermal.py,True,False,P0,辐射换热系数
CHTD_FdCabinFdConvCo_M,CHTD,lut_map,"[0, 0, 0, 0, 0, 0, 0]","(7,)",param.xlsx,excel_param,True,True,True,hvac_sim/chtd/thermal.py,True,False,P0,对流换热系数
CHTD_FdCabinFdRadCo_M,CHTD,lut_map,"[629.1, 629.1, 629.1, 629.1, 629.1, 629.1, 629.1]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,辐射换热系数
CHTD_FdDefFdConvCo_M,CHTD,lut_map,"[4, 4, 4, 3.5, 3.5, 3.5, 3.5]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,对流换热系数
CHTD_FdFeetFdConvCo_M,CHTD,lut_map,"[2, 2, 2, 2, 2, 2, 2]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,对流换热系数
CHTD_FdFeetFdRadCo_M,CHTD,lut_map,"[500, 500, 500, 500, 500, 500, 500]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,辐射换热系数
CHTD_FdFpConvCo_M,CHTD,lut_map,"[0, 0, 0, 0, 0, 0, 0]","(7,)",param.xlsx,excel_param,True,True,True,hvac_sim/chtd/thermal.py,True,False,P0,对流换热系数
CHTD_FdFpRadCo_M,CHTD,lut_map,"[0, 0, 0, 0, 0, 0, 0]","(7,)",param.xlsx,excel_param,True,True,True,hvac_sim/chtd/thermal.py,True,False,P0,辐射换热系数
CHTD_FdLeakageCo_M,CHTD,lut_map,"[0, 0, 0, 0, 0, 0, 0]","(7,)",param.xlsx,excel_param,True,True,True,hvac_sim/chtd/thermal.py,True,False,P0,漏气换热系数
CHTD_FdRoofConvCo_M,CHTD,lut_map,"[2, 2, 2, 2, 2, 2, 2]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,对流换热系数
CHTD_FdRoofRadCo_M,CHTD,lut_map,"[1, 1, 1, 1, 1, 1, 1]","(7,)",param.xlsx,excel_param,True,True,True,hvac_sim/chtd/thermal.py,True,False,P0,辐射换热系数
CHTD_FdSdConvCo_M,CHTD,lut_map,"[30.5, 30.5, 30.5, 30.5, 30.5, 30.5, 30.5]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,对流换热系数
CHTD_FdSdRadCo_M,CHTD,lut_map,"[1347, 1347, 1347, 1347, 1347, 1347, 1347]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,辐射换热系数
CHTD_FdSolarRadCo_M,CHTD,lut_map,"[80, 80, 80, 120, 120, 80, 80]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,太阳辐射吸收/增益系数
CHTD_FdWinFdConvCo_M,CHTD,lut_map,"[2, 2, 2, 2, 2, 2, 2]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,对流换热系数
CHTD_FdWinFdRadCo_M,CHTD,lut_map,"[225, 225, 225, 225, 225, 225, 225]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,辐射换热系数
CHTD_FdfFdConvCo_M,CHTD,lut_map,"[14, 14, 14, 14, 14, 14, 14]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,对流换热系数
CHTD_FdfFeetFdConvCo_M,CHTD,lut_map,"[18, 18, 18.1, 18.1, 18.1, 18.1, 18.1]","(7,)",param.xlsx,excel_param,True,False,False,hvac_sim/chtd/thermal.py,False,False,P1,对流换热系数
CHTD_FdvFdConvCo_M,CHTD,lut_map,"[50, 50, 50, 50, 50, 50, 50]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,对流换热系数
CHTD_FeetAirVAtb_P,CHTD,scalar_param,0.029222496,scalar,param.xlsx,excel_param,False,False,True,hvac_sim/chtd/thermal.py,False,False,P1,空气体积
CHTD_FeetAreaAtb_P,CHTD,scalar_param,0.202999994,scalar,param.xlsx,excel_param,False,False,True,hvac_sim/chtd/thermal.py,False,False,P1,面积
CHTD_FeetFdCabinFdConvCo_M,CHTD,lut_map,"[10.6, 10.6, 10.6, 10.6, 10.6, 10.6, 10.6]","(7,)",param.xlsx,excel_param,True,False,False,hvac_sim/chtd/thermal.py,False,False,P1,对流换热系数
CHTD_FeetFdCabinFdRadCo_M,CHTD,lut_map,"[2991.5, 2991.5, 2991.5, 2991.5, 2991.5, 2991.5, 2991.5]","(7,)",param.xlsx,excel_param,True,False,False,hvac_sim/chtd/thermal.py,False,False,P1,辐射换热系数
CHTD_FeetFdLeakageCo_M,CHTD,lut_map,"[0, 0, 0, 0, 0, 0, 0]","(7,)",param.xlsx,excel_param,True,True,False,hvac_sim/chtd/thermal.py,True,False,P0,漏气换热系数
CHTD_FeetFpCabinFpConvCo_M,CHTD,lut_map,"[10.6, 10.6, 10.6, 10.6, 10.6, 10.6, 10.6]","(7,)",param.xlsx,excel_param,True,False,False,hvac_sim/chtd/thermal.py,False,False,P1,对流换热系数
CHTD_FeetFpCabinFpRadCo_M,CHTD,lut_map,"[2991.5, 2991.5, 2991.5, 2991.5, 2991.5, 2991.5, 2991.5]","(7,)",param.xlsx,excel_param,True,False,False,hvac_sim/chtd/thermal.py,False,False,P1,辐射换热系数
CHTD_FeetFpLeakageCo_M,CHTD,lut_map,"[0, 0, 0, 0, 0, 0, 0]","(7,)",param.xlsx,excel_param,True,True,True,hvac_sim/chtd/thermal.py,True,False,P0,漏气换热系数
CHTD_FeetSdCabinSdConvCo_M,CHTD,lut_map,"[13.5, 13.5, 13.5, 13.5, 13.5, 13.5, 13.5]","(7,)",param.xlsx,excel_param,True,False,False,hvac_sim/chtd/thermal.py,False,False,P1,对流换热系数
CHTD_FeetSdCabinSdRadCo_M,CHTD,lut_map,"[564.8, 564.8, 564.8, 564.8, 564.8, 564.8, 564.8]","(7,)",param.xlsx,excel_param,True,False,False,hvac_sim/chtd/thermal.py,False,False,P1,辐射换热系数
CHTD_FeetSdLeakageCo_M,CHTD,lut_map,"[0, 0, 0, 0, 0, 0, 0]","(7,)",param.xlsx,excel_param,True,True,False,hvac_sim/chtd/thermal.py,True,False,P0,漏气换热系数
CHTD_FeetSpCabinSpConvCo_M,CHTD,lut_map,"[13.5, 13.5, 13.5, 13.5, 13.5, 13.5, 13.5]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,对流换热系数
CHTD_FeetSpCabinSpRadCo_M,CHTD,lut_map,"[564.8, 564.8, 564.8, 564.8, 564.8, 564.8, 564.8]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,辐射换热系数
CHTD_FeetSpLeakageCo_M,CHTD,lut_map,"[0, 0, 0, 0, 0, 0, 0]","(7,)",param.xlsx,excel_param,True,True,True,hvac_sim/chtd/thermal.py,True,False,P0,漏气换热系数
CHTD_FeetTdCabinTdConvCo_M,CHTD,lut_map,"[0.0012, 0.0012, 0.0012, 0.0012, 0.0012, 0.0012, 0.0012]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,对流换热系数
CHTD_FeetTdCabinTdRadCo_M,CHTD,lut_map,"[26.369, 26.369, 26.369, 26.369, 26.369, 26.369, 26.369]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,辐射换热系数
CHTD_FeetTdLeakageCo_M,CHTD,lut_map,"[0, 0, 0, 0, 0, 0, 0]","(7,)",param.xlsx,excel_param,True,True,True,hvac_sim/chtd/thermal.py,True,False,P0,漏气换热系数
CHTD_FeetTpCabinTpConvCo_M,CHTD,lut_map,"[0.0012, 0.0012, 0.0012, 0.0012, 0.0012, 0.0012, 0.0012]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,对流换热系数
CHTD_FeetTpCabinTpRadCo_M,CHTD,lut_map,"[26.369, 26.369, 26.369, 26.369, 26.369, 26.369, 26.369]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,辐射换热系数
CHTD_FeetTpLeakageCo_M,CHTD,lut_map,"[0, 0, 0, 0, 0, 0, 0]","(7,)",param.xlsx,excel_param,True,True,True,hvac_sim/chtd/thermal.py,True,False,P0,漏气换热系数
CHTD_FpCabinFpConvCo_M,CHTD,lut_map,"[0, 0, 0, 0, 0, 0, 0]","(7,)",param.xlsx,excel_param,True,True,False,hvac_sim/chtd/thermal.py,True,False,P0,对流换热系数
CHTD_FpCabinFpRadCo_M,CHTD,lut_map,"[629.1, 629.1, 629.1, 629.1, 629.1, 629.1, 629.1]","(7,)",param.xlsx,excel_param,True,False,False,hvac_sim/chtd/thermal.py,False,False,P1,辐射换热系数
CHTD_FpDefFpConvCo_M,CHTD,lut_map,"[4, 4, 4, 3.5, 3.5, 3.5, 3.5]","(7,)",param.xlsx,excel_param,True,False,False,hvac_sim/chtd/thermal.py,False,False,P1,对流换热系数
CHTD_FpFeetFpConvCo_M,CHTD,lut_map,"[2, 2, 2, 2, 2, 2, 2]","(7,)",param.xlsx,excel_param,True,False,False,hvac_sim/chtd/thermal.py,False,False,P1,对流换热系数
CHTD_FpFeetFpRadCo_M,CHTD,lut_map,"[500, 500, 500, 500, 500, 500, 500]","(7,)",param.xlsx,excel_param,True,False,False,hvac_sim/chtd/thermal.py,False,False,P1,辐射换热系数
CHTD_FpLeakageCo_M,CHTD,lut_map,"[0, 0, 0, 0, 0, 0, 0]","(7,)",param.xlsx,excel_param,True,True,False,hvac_sim/chtd/thermal.py,True,False,P0,漏气换热系数
CHTD_FpRoofConvCo_M,CHTD,lut_map,"[2, 2, 2, 2, 2, 2, 2]","(7,)",param.xlsx,excel_param,True,False,False,hvac_sim/chtd/thermal.py,False,False,P1,对流换热系数
CHTD_FpRoofRadCo_M,CHTD,lut_map,"[1, 1, 1, 1, 1, 1, 1]","(7,)",param.xlsx,excel_param,True,True,False,hvac_sim/chtd/thermal.py,True,False,P0,辐射换热系数
CHTD_FpSolarRadCo_M,CHTD,lut_map,"[80, 80, 80, 120, 120, 80, 80]","(7,)",param.xlsx,excel_param,True,False,False,hvac_sim/chtd/thermal.py,False,False,P1,太阳辐射吸收/增益系数
CHTD_FpSpConvCo_M,CHTD,lut_map,"[30.5, 30.5, 30.5, 30.5, 30.5, 30.5, 30.5]","(7,)",param.xlsx,excel_param,True,False,False,hvac_sim/chtd/thermal.py,False,False,P1,对流换热系数
CHTD_FpSpRadCo_M,CHTD,lut_map,"[1347, 1347, 1347, 1347, 1347, 1347, 1347]","(7,)",param.xlsx,excel_param,True,False,False,hvac_sim/chtd/thermal.py,False,False,P1,辐射换热系数
CHTD_FpWinFpConvCo_M,CHTD,lut_map,"[2, 2, 2, 2, 2, 2, 2]","(7,)",param.xlsx,excel_param,True,False,False,hvac_sim/chtd/thermal.py,False,False,P1,对流换热系数
CHTD_FpWinFpRadCo_M,CHTD,lut_map,"[225, 225, 225, 225, 225, 225, 225]","(7,)",param.xlsx,excel_param,True,False,False,hvac_sim/chtd/thermal.py,False,False,P1,辐射换热系数
CHTD_FpfFeetFpConvCo_M,CHTD,lut_map,"[18, 18, 18.1, 18.1, 18.1, 18.1, 18.1]","(7,)",param.xlsx,excel_param,True,False,False,hvac_sim/chtd/thermal.py,False,False,P1,对流换热系数
CHTD_FpfFpConvCo_M,CHTD,lut_map,"[14, 14, 14, 14, 14, 14, 14]","(7,)",param.xlsx,excel_param,True,False,False,hvac_sim/chtd/thermal.py,False,False,P1,对流换热系数
CHTD_FpvFpConvCo_M,CHTD,lut_map,"[50, 50, 50, 50, 50, 50, 50]","(7,)",param.xlsx,excel_param,True,False,False,hvac_sim/chtd/thermal.py,False,False,P1,对流换热系数
CHTD_HeadAirVAtb_P,CHTD,scalar_param,0.227272227,scalar,param.xlsx,excel_param,False,False,True,hvac_sim/chtd/thermal.py,False,False,P1,空气体积
CHTD_HeadAreaAtb_P,CHTD,scalar_param,0.100000001,scalar,param.xlsx,excel_param,False,False,True,hvac_sim/chtd/thermal.py,False,False,P1,面积
CHTD_HoodAmbConvCo_M,CHTD,lut_map,"[50, 50, 50, 50, 50, 50, 50]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,对流换热系数
CHTD_HoodAmbRadCo_M,CHTD,lut_map,"[293, 293, 293, 293, 293, 293, 293]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,辐射换热系数
CHTD_HoodAreaAtb_P,CHTD,scalar_param,2.03489995,scalar,param.xlsx,excel_param,False,False,True,hvac_sim/chtd/thermal.py,False,False,P1,面积
CHTD_HoodCabinFrntRadCo_M,CHTD,lut_map,"[637, 637, 637, 637, 637, 637, 637]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,辐射换热系数
CHTD_HoodCpAtb_P,CHTD,scalar_param,577.7502441,scalar,param.xlsx,excel_param,False,False,True,hvac_sim/chtd/thermal.py,False,False,P1,比热
CHTD_HoodMassAtb_P,CHTD,scalar_param,0.103971601,scalar,param.xlsx,excel_param,False,False,True,hvac_sim/chtd/thermal.py,False,False,P1,质量
CHTD_HoodSolarRadCo_M,CHTD,lut_map,"[10, 10, 10, 10, 10, 10, 10]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,太阳辐射吸收/增益系数
CHTD_QgainCo_P,CHTD,scalar_param,1,scalar,param.xlsx,excel_param,False,True,True,hvac_sim/chtd/thermal.py,True,False,P1,热增益全局系数
CHTD_QlossCo_P,CHTD,scalar_param,-1,scalar,param.xlsx,excel_param,False,False,True,hvac_sim/chtd/thermal.py,False,False,P1,热损失全局系数
CHTD_RawAmbHoodConvCo_M,CHTD,lut_map,"[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,对流换热系数
CHTD_RawAmbHoodRadCo_M,CHTD,lut_map,"[748, 748, 748, 748, 748, 748, 748]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,辐射换热系数
CHTD_RearSdfFeetSdConvCo_M,CHTD,lut_map,"[0, 0, 0, 0, 0, 0, 0]","(7,)",param.xlsx,excel_param,True,True,False,hvac_sim/chtd/thermal.py,True,False,P0,对流换热系数
CHTD_RearSdfSdConvCo_M,CHTD,lut_map,"[0, 0, 0, 0, 0, 0, 0]","(7,)",param.xlsx,excel_param,True,True,False,hvac_sim/chtd/thermal.py,True,False,P0,对流换热系数
CHTD_RearSdvSdConvCo_M,CHTD,lut_map,"[17, 17, 17, 17, 17, 17, 17]","(7,)",param.xlsx,excel_param,True,False,False,hvac_sim/chtd/thermal.py,False,False,P1,对流换热系数
CHTD_RearSpfFeetSpConvCo_M,CHTD,lut_map,"[0, 0, 0, 0, 0, 0, 0]","(7,)",param.xlsx,excel_param,True,True,True,hvac_sim/chtd/thermal.py,True,False,P0,对流换热系数
CHTD_RearSpfSpConvCo_M,CHTD,lut_map,"[0, 0, 0, 0, 0, 0, 0]","(7,)",param.xlsx,excel_param,True,True,True,hvac_sim/chtd/thermal.py,True,False,P0,对流换热系数
CHTD_RearSpvSpConvCo_M,CHTD,lut_map,"[17, 17, 17, 17, 17, 17, 17]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,对流换热系数
